id1,id2,is_clone
17477953,21125948,1
8680491,23098143,1
14417449,19660598,1
2941028,18880062,1
413620,19344618,1
5856886,10264652,1
6403868,17022288,1
17470307,21234510,1
413620,11658686,1
1008326,7015918,1
10254165,13940142,1
1630148,5927306,1
3351872,23309803,1
5150160,17022288,1
13946914,21520698,1
6403868,13122193,1
771802,4773756,1
6128274,10251387,1
6087658,23309807,1
427727,14899566,1
1630148,4643706,1
598994,10337387,1
12066447,13657103,1
5260867,12066447,1
6195313,19083252,1
598994,5927306,1
19344618,20826307,1
10337387,23099329,1
4643706,8680491,1
4643706,18880061,1
3456232,5150160,1
14417449,23634465,1
16900369,19660598,1
2109483,4643706,1
732800,10251387,1
3861343,23099329,1
5953607,12066447,1
4643706,20924118,1
15297119,19083252,1
10337387,18880061,1
11818436,14196271,1
7885446,10118207,1
10118207,16583451,1
951388,19979783,1
5893532,10151252,1
1605515,21234510,1
19002156,21125948,1
1820410,20924118,1
131720,257008,1
418257,23647453,1
23098143,23634465,1
5856886,14134127,1
8804480,23309803,1
16583451,23099329,1
19979783,20080077,1
8722190,19565161,1
4643706,5260867,1
6128274,15796840,1
6195313,23309803,1
10118207,11658686,1
19301681,21520698,1
2109483,23099329,1
5953607,14783950,1
3456233,23309803,1
3861343,10912333,1
10337387,21125948,1
11818436,14417449,1
14134127,19979783,1
5953607,20826307,1
3109015,4603629,1
732800,5953607,1
13657103,18880061,1
771802,5260867,1
13946915,19301681,1
1630148,10264652,1
1446728,5260867,1
160739,21125948,1
2109483,14417449,1
598994,10912333,1
10118207,11339042,1
11818436,23098143,1
2859255,11520257,1
20826307,21161481,1
1630148,19979783,1
18880062,19660598,1
5927306,21161481,1
4643706,21234510,1
5260867,6068118,1
11277690,23383764,1
11818436,18880061,1
2775424,4773756,1
5856886,20924118,1
1158840,5953607,1
4643706,14196271,1
21234510,23634465,1
20508693,21125948,1
8702780,14134127,1
2096403,3456232,1
10062086,13946915,1
32681,373673,1
15297119,21065519,1
5953607,20924118,1
19083029,21520698,1
20856391,23098143,1
951388,1347808,1
6195313,15297120,1
418257,1446728,1
975289,6368468,1
6037296,6368468,1
61347,66299,1
413620,16583451,1
5724216,6037296,1
10118207,20508693,1
427727,8702780,1
20508693,20856391,1
23160103,23309803,1
2859255,21635675,1
3109015,7087624,1
3456233,19565161,1
14134127,21234510,1
771802,11818436,1
19660598,23099329,1
1630148,16900369,1
418257,10337387,1
6068118,20080077,1
18880062,21125948,1
13946915,17022288,1
13122193,23647453,1
6068118,8702780,1
427727,17470307,1
6195313,10509561,1
14417449,21161481,1
17068622,20826307,1
5953607,21454371,1
272491,373673,1
1605515,11277690,1
19301681,22102074,1
8722190,22582847,1
3456233,19069826,1
3861343,16583451,1
17068622,20080077,1
762814,16900369,1
21161481,23634465,1
2775424,7577030,1
5927306,17477953,1
762814,23383764,1
82859,488320,1
18880061,23634465,1
951388,19344618,1
5260867,13940142,1
4773756,12783713,1
2775424,14899566,1
19979783,20508693,1
6128274,11339042,1
1820410,19979783,1
19660598,20080077,1
53461,257008,1
6195313,21065519,1
771802,21161481,1
5927306,12066447,1
5927306,11339042,1
2109483,14196271,1
951388,14196271,1
1347808,12066447,1
20924118,23647453,1
10264652,13356869,1
2775424,7885446,1
2775424,21234510,1
1630148,20080077,1
5927306,20924118,1
12783713,14134127,1
2941028,10118207,1
12783713,19344618,1
32681,59823,1
1630148,17068622,1
1820410,13356869,1
13946914,15297119,1
21065519,23160103,1
10254165,20508693,1
598994,11818436,1
762814,13356869,1
6128274,21234510,1
15796840,20826307,1
1630148,15796840,1
413620,20080077,1
418257,16900369,1
10264652,17477953,1
5150160,19069826,1
1605515,6403868,1
951388,14134127,1
778875,3861343,1
11499032,13657103,1
10337387,16583451,1
418257,19979783,1
2941028,17068622,1
5953607,18880061,1
6403868,11277690,1
143860,368808,1
10600673,21065519,1
427727,6128274,1
18880062,19344618,1
59823,66299,1
17068622,20508693,1
10251387,14417449,1
10264652,10337387,1
687106,6037295,1
10254165,23634465,1
10264652,20856391,1
4603629,6368468,1
20924118,23098143,1
10254165,21454371,1
21234510,23383764,1
22102074,23309807,1
598994,732800,1
160739,14783950,1
14196271,20508693,1
1347808,23647453,1
427727,14196271,1
18880062,20508693,1
5352578,23160103,1
5953607,8702780,1
3456233,15297120,1
10254165,13657103,1
778875,1820410,1
17470307,23098143,1
17470307,19344618,1
7577030,21454371,1
6195313,10062086,1
2109483,10254165,1
1446728,14783950,1
5927306,23099329,1
13940142,14134127,1
3456232,8804480,1
418257,10912335,1
3351872,5352578,1
10251387,12783713,1
1347808,20856391,1
17470307,20856391,1
10912335,20080077,1
61347,272491,1
11818436,12066447,1
23099329,23634465,1
2941028,19979783,1
6128274,17477953,1
975289,4407823,1
14783950,18880062,1
4643706,17068622,1
951388,5927306,1
2109483,15126545,1
778875,8702780,1
3351872,6195313,1
427727,13940142,1
427727,23383764,1
5927306,8702780,1
732800,778875,1
11339042,13940142,1
160739,12783713,1
11658686,18880062,1
82859,257008,1
10509561,23309807,1
16583451,21125948,1
1158840,20508693,1
1347808,5856886,1
3253024,4468255,1
8702780,10912333,1
1158840,1446728,1
687106,8931241,1
16583451,19660598,1
778875,6128274,1
6087658,19083029,1
418257,23099329,1
11818436,20826307,1
5953607,14899566,1
5953607,17470307,1
66299,82859,1
762814,1820410,1
951388,8680491,1
1605515,10254165,1
11499032,23188868,1
413620,17068622,1
17068622,21234510,1
10912333,17470307,1
16583451,23188868,1
2109483,4773756,1
1820410,19344618,1
11818436,21125948,1
14134127,15126545,1
3109016,6368468,1
11818436,14899566,1
14134127,18880061,1
501808,4724024,1
6068118,20924118,1
1158840,20080077,1
598994,3861343,1
10254165,20856391,1
6403868,17470307,1
13356869,14417449,1
1820410,21161481,1
13940142,21125948,1
2096403,5472665,1
10912333,16900369,1
13940142,20924118,1
53592,257008,1
10264652,14134127,1
13946914,22582847,1
1630148,17470307,1
1605515,23098143,1
20953665,23099329,1
10251387,11277690,1
413620,13356869,1
13122193,14783950,1
11658686,13356869,1
771802,6128274,1
5352578,19069826,1
8680491,14417449,1
11818436,23188868,1
11339042,14899566,1
12783713,21454371,1
13657103,23383764,1
19083029,23309803,1
66299,143860,1
5352578,22792098,1
5260867,23647453,1
12783713,21125948,1
16900369,23099329,1
12066447,18880062,1
2109483,23188868,1
14783950,16900369,1
16900369,19979783,1
2326683,3058818,1
13122193,20508693,1
1446728,8680491,1
11339042,11818436,1
10254165,11499032,1
1158840,10118207,1
10337387,19344618,1
8702780,14196271,1
7885446,10912335,1
4468255,7087624,1
1630148,6128274,1
1630148,20508693,1
6087658,22792098,1
13122193,23098143,1
20080077,20826307,1
2109483,20856391,1
13122193,14417449,1
2109483,16900369,1
1446728,10912333,1
1158840,1820410,1
160739,13940142,1
6068118,20826307,1
418257,20856391,1
1116,8722190,1
6403868,19660598,1
13946914,19301681,1
13122193,21161481,1
687106,3109016,1
15126545,15796840,1
1158840,4643706,1
732800,21161481,1
10264652,12066447,1
53461,429198,1
10600673,22792098,1
14899566,19344618,1
10264652,17068622,1
762814,951388,1
5260867,16900369,1
732800,7885446,1
8722190,21520698,1
598994,21125948,1
951388,2941028,1
1158840,15126545,1
427727,14417449,1
7885446,23188868,1
975289,7015918,1
427727,23647453,1
4643706,5927306,1
12783713,18880062,1
20080077,23099329,1
2941028,4643706,1
10337387,14196271,1
11658686,14417449,1
66299,368808,1
8702780,11499032,1
762814,20080077,1
3861343,21125948,1
11818436,17068622,1
1116,6195313,1
2109483,7885446,1
2941028,13657103,1
19979783,23098143,1
18880062,23647453,1
7577030,14783950,1
3109015,8931241,1
5352578,12234839,1
1820410,13940142,1
1605515,4643706,1
13356869,19660598,1
20080077,23188868,1
11818436,20856391,1
20953665,23098143,1
3456233,17022288,1
5472665,23309807,1
17470307,23188868,1
778875,21234510,1
13940142,21161481,1
4773756,15126545,1
15126545,19344618,1
5927306,6068118,1
11818436,20953665,1
17477953,23098143,1
17068622,21161481,1
21065519,22102074,1
6087658,21520698,1
598994,16900369,1
19083029,21065519,1
4407823,8931241,1
10118207,23634465,1
3861343,17477953,1
6403868,20856391,1
2715258,2859255,1
1820410,10254165,1
5260867,13356869,1
10254165,11277690,1
21520698,23309807,1
501808,22102074,1
15796840,19660598,1
59823,429198,1
951388,19660598,1
8680491,11339042,1
6068118,10118207,1
1158840,4773756,1
12783713,14196271,1
771802,14417449,1
19083252,23160103,1
3861343,13122193,1
15297120,17022288,1
5927306,11499032,1
11277690,19660598,1
10600673,23160103,1
13122193,20953665,1
5953607,10251387,1
23098143,23647453,1
5150160,10509561,1
7278557,10062086,1
5856886,20826307,1
53461,373673,1
10264652,19660598,1
15297119,19301681,1
1446728,18880061,1
1446728,20924118,1
778875,11339042,1
762814,10337387,1
10912335,14783950,1
19301681,23309803,1
13940142,23634465,1
160739,19344618,1
14417449,23383764,1
10251387,11658686,1
2096403,19083029,1
13946914,15297120,1
2775424,19002156,1
778875,2941028,1
7577030,10254165,1
413620,20953665,1
2096403,13946915,1
14417449,23098143,1
2109483,6068118,1
1158840,1605515,1
5856886,17470307,1
6068118,20953665,1
12066447,13122193,1
778875,5260867,1
32681,272491,1
18880062,20080077,1
3456232,19565161,1
2109483,11499032,1
2941028,10337387,1
732800,13122193,1
10062086,22582847,1
5472665,17022288,1
4643706,10254165,1
10251387,20953665,1
6068118,11277690,1
7885446,16583451,1
2326683,17871426,1
10254165,15126545,1
5472665,21520698,1
160739,2109483,1
8702780,10912335,1
2941028,17470307,1
6403868,16583451,1
10264652,11277690,1
61347,488320,1
14196271,23188868,1
12234839,17022288,1
10062086,22792098,1
771802,7885446,1
8680491,21234510,1
2775424,2941028,1
160739,23647453,1
1605515,11658686,1
5953607,23647453,1
17068622,20856391,1
2941028,10254165,1
10600673,12234839,1
59823,237568,1
778875,19002156,1
1116,21520698,1
20924118,21234510,1
762814,21234510,1
160739,10264652,1
598994,20508693,1
413620,10264652,1
4643706,13122193,1
413620,23188868,1
2109483,10912335,1
762814,23647453,1
1347808,13940142,1
13940142,20080077,1
12234839,19083029,1
32681,257008,1
501808,19083252,1
8680491,17068622,1
1347808,11818436,1
1820410,20953665,1
5856886,8680491,1
13940142,15796840,1
20080077,23634465,1
1630148,2775424,1
14196271,14899566,1
6037296,8931241,1
19344618,23647453,1
418257,10264652,1
160739,8702780,1
10264652,13940142,1
10600673,13946914,1
4643706,23634465,1
2941028,20508693,1
10062086,19301681,1
14783950,19344618,1
1820410,11658686,1
501808,6195313,1
6403868,15297120,1
5856886,8702780,1
10062086,23160103,1
762814,11339042,1
160739,2775424,1
10912335,11658686,1
1630148,17477953,1
14134127,23099329,1
17477953,23647453,1
8680491,12783713,1
1158840,6128274,1
14899566,16583451,1
778875,2775424,1
13356869,14783950,1
687106,7655679,1
15126545,17068622,1
20080077,20924118,1
19565161,23309803,1
5856886,19660598,1
10251387,23099329,1
10118207,18880062,1
16583451,20924118,1
598994,10264652,1
413620,20826307,1
2090333,4988270,1
13940142,16900369,1
2775424,5953607,1
6087658,8722190,1
762814,1446728,1
20856391,21161481,1
10251387,19979783,1
15126545,16900369,1
14134127,14783950,1
11339042,17068622,1
8702780,23383764,1
20080077,21454371,1
1820410,7577030,1
1158840,2109483,1
427727,17477953,1
160739,16583451,1
23099329,23188868,1
2109483,16583451,1
732800,14783950,1
237568,272491,1
771802,23634465,1
10337387,21234510,1
598994,4643706,1
4724024,10509561,1
975289,3253024,1
488320,494838,1
160739,13122193,1
778875,10264652,1
2109483,10337387,1
14417449,20826307,1
1158840,11658686,1
10062086,19069826,1
1630148,21161481,1
3861343,13657103,1
5260867,14134127,1
975289,4603629,1
13946914,22102074,1
14196271,23099329,1
53461,494838,1
1630148,23188868,1
2096403,3351872,1
7577030,20826307,1
19344618,19660598,1
8702780,11658686,1
8680491,13940142,1
3109015,5017412,1
10251387,14134127,1
11499032,16900369,1
6068118,14417449,1
1347808,14899566,1
5150160,21520698,1
1605515,18880062,1
11277690,13657103,1
5150160,12234839,1
11339042,12066447,1
1820410,14783950,1
771802,2941028,1
2941028,18880061,1
10337387,13940142,1
16583451,20953665,1
15297119,19083029,1
19344618,21125948,1
11277690,13940142,1
413620,3861343,1
951388,11277690,1
3456233,19301681,1
11658686,19660598,1
8702780,10118207,1
6403868,19069826,1
13122193,16583451,1
1347808,13356869,1
778875,1347808,1
10062086,19083029,1
2775424,14134127,1
1446728,21234510,1
8680491,10251387,1
19002156,23647453,1
8680491,14783950,1
732800,5260867,1
1605515,2109483,1
5856886,23383764,1
14899566,18880061,1
6403868,8804480,1
2775424,3861343,1
13946914,17022288,1
1008326,8931241,1
5856886,23099329,1
4407823,6368468,1
13946915,22102074,1
762814,5856886,1
12234839,13946915,1
5472665,19301681,1
771802,21125948,1
732800,5856886,1
413620,17477953,1
1347808,7885446,1
1820410,23634465,1
413620,598994,1
1189509,4672830,1
762814,10264652,1
5260867,11818436,1
1630148,13122193,1
20826307,23188868,1
13356869,23098143,1
4773756,21125948,1
3861343,15796840,1
413620,15796840,1
10251387,20508693,1
4643706,10912333,1
8702780,23099329,1
501808,8804480,1
7885446,20826307,1
2941028,15126545,1
13946915,22582847,1
427727,598994,1
11658686,18880061,1
6128274,19002156,1
771802,20924118,1
18880062,20953665,1
8702780,12066447,1
14417449,14899566,1
16900369,23647453,1
11339042,19002156,1
1446728,10118207,1
2096403,15297120,1
13356869,23099329,1
6128274,10118207,1
18880062,20856391,1
2775424,20508693,1
2775424,23647453,1
6087658,6403868,1
3456233,19083252,1
4603629,5724216,1
11277690,16583451,1
13946914,19083029,1
17068622,21454371,1
15126545,18880062,1
5856886,23634465,1
59823,143860,1
501808,13946914,1
1605515,7885446,1
8702780,11339042,1
131723,131726,1
1605515,10251387,1
3456232,22102074,1
160739,23098143,1
11339042,14196271,1
2941028,14899566,1
17470307,20953665,1
1605515,2941028,1
3861343,5856886,1
975289,3109016,1
17068622,18880062,1
10264652,13122193,1
20924118,20953665,1
8680491,19660598,1
19083029,23160103,1
7278557,8722190,1
2715258,8267314,1
3351872,15297120,1
1605515,5927306,1
1158840,5927306,1
14417449,20508693,1
18880062,23188868,1
10251387,13356869,1
732800,23647453,1
7885446,20924118,1
5260867,17470307,1
5953607,10254165,1
10912335,23647453,1
1446728,23634465,1
975289,7655679,1
5352578,23309807,1
7885446,18880062,1
5856886,19344618,1
1446728,6128274,1
598994,18880062,1
951388,11818436,1
6068118,19660598,1
4643706,13356869,1
3456233,7278557,1
21520698,22792098,1
10337387,17470307,1
762814,19660598,1
5927306,19344618,1
5953607,23188868,1
5927306,12783713,1
1347808,10264652,1
732800,19660598,1
598994,13122193,1
10912335,21454371,1
771802,5953607,1
10600673,22102074,1
1347808,15796840,1
3861343,23188868,1
2775424,18880062,1
771802,8680491,1
11499032,18880062,1
4773756,7577030,1
7885446,21125948,1
5856886,10912335,1
160739,15126545,1
53461,53592,1
1820410,14417449,1
13657103,17068622,1
5856886,15796840,1
7577030,14417449,1
10264652,15796840,1
160739,7885446,1
413620,7577030,1
8722190,10600673,1
4468255,7396681,1
11277690,17068622,1
4643706,19660598,1
13356869,19979783,1
160739,4643706,1
5724216,7015918,1
10337387,20080077,1
14196271,15126545,1
15796840,21161481,1
1820410,3861343,1
3351872,4724024,1
5953607,8680491,1
13940142,14196271,1
8680491,15126545,1
413620,23099329,1
418257,2941028,1
11818436,16900369,1
951388,23647453,1
1158840,20856391,1
1347808,5953607,1
1820410,13657103,1
5927306,20508693,1
17477953,18880061,1
11658686,14196271,1
11339042,21125948,1
2775424,12066447,1
17068622,19002156,1
10912335,14134127,1
10264652,23647453,1
143860,237568,1
13657103,16583451,1
10912335,18880061,1
1820410,21234510,1
19083252,21520698,1
4724024,5352578,1
10264652,19344618,1
1347808,13122193,1
10118207,17477953,1
17068622,23098143,1
11339042,15796840,1
6068118,20856391,1
20508693,21454371,1
771802,23647453,1
10337387,23647453,1
6368468,7396681,1
11658686,23634465,1
13122193,23188868,1
4773756,10251387,1
4724024,5472665,1
160739,20508693,1
1630148,23098143,1
762814,15126545,1
427727,14783950,1
418257,23383764,1
3253024,7655679,1
12783713,19979783,1
2109483,20953665,1
5260867,23634465,1
427727,13356869,1
3861343,16900369,1
771802,951388,1
732800,20856391,1
53592,131720,1
771802,21454371,1
53592,488320,1
4643706,23647453,1
2775424,11818436,1
771802,12783713,1
3456233,8804480,1
3861343,14196271,1
19301681,19565161,1
10912335,17477953,1
7885446,15796840,1
5260867,11658686,1
418257,5260867,1
7278557,23309807,1
3861343,10254165,1
598994,20856391,1
2109483,11339042,1
21065519,22792098,1
257008,494838,1
6087658,19069826,1
19565161,22102074,1
19083252,23309807,1
418257,598994,1
160739,6403868,1
1446728,13356869,1
5953607,23634465,1
762814,17068622,1
6068118,17477953,1
951388,23188868,1
10912333,18880061,1
7885446,13940142,1
7577030,18880062,1
5927306,17470307,1
6128274,7885446,1
8680491,16583451,1
4773756,14196271,1
7278557,12234839,1
771802,16900369,1
8680491,14899566,1
13940142,19002156,1
413620,17470307,1
61347,131720,1
8680491,10264652,1
7885446,11818436,1
160739,771802,1
732800,1158840,1
5856886,20508693,1
3456233,8722190,1
6128274,20826307,1
5150160,23309807,1
10062086,21065519,1
1605515,16900369,1
14417449,21454371,1
7885446,21454371,1
13946914,22792098,1
10337387,19660598,1
1630148,10912335,1
6068118,10264652,1
13356869,20856391,1
7885446,10251387,1
1158840,17068622,1
10254165,21234510,1
160739,11339042,1
778875,8680491,1
14417449,19979783,1
427727,23634465,1
143860,488320,1
418257,8680491,1
1605515,11499032,1
6068118,18880062,1
778875,13122193,1
3861343,21161481,1
5927306,14783950,1
11339042,11499032,1
1605515,16583451,1
427727,16583451,1
1446728,5927306,1
19083029,23309807,1
131720,373673,1
6128274,19979783,1
6195313,19069826,1
10118207,13940142,1
59823,257008,1
732800,19979783,1
12234839,23160103,1
1605515,20856391,1
8804480,13946915,1
3456232,4724024,1
778875,20508693,1
17068622,17470307,1
3351872,6403868,1
1446728,16900369,1
1116,23309807,1
6403868,20826307,1
7577030,19660598,1
3456232,22582847,1
6037295,7087624,1
13657103,23099329,1
5352578,21520698,1
771802,6068118,1
8722190,23309803,1
14196271,21161481,1
13657103,20924118,1
771802,778875,1
11277690,15126545,1
7278557,23309803,1
3861343,11658686,1
427727,12783713,1
19301681,22582847,1
21161481,21454371,1
2775424,16900369,1
160739,11818436,1
951388,12783713,1
6403868,18880061,1
20856391,23188868,1
771802,17470307,1
1605515,10912335,1
19301681,23309807,1
951388,13356869,1
8804480,19083252,1
427727,11658686,1
14899566,16900369,1
427727,18880061,1
7577030,17477953,1
427727,2775424,1
2775424,20826307,1
771802,11658686,1
12234839,19565161,1
22582847,23309803,1
1116,23160103,1
11499032,17470307,1
8680491,23099329,1
13657103,23188868,1
2775424,13657103,1
7278557,19069826,1
53461,143860,1
6403868,10600673,1
32681,53461,1
6368468,7655679,1
951388,10251387,1
687106,5724216,1
1630148,11658686,1
1116,3456233,1
1116,19069826,1
7278557,19565161,1
4643706,19344618,1
762814,23098143,1
14196271,19002156,1
12234839,22792098,1
778875,19979783,1
13122193,18880062,1
1347808,4773756,1
778875,15126545,1
11818436,13122193,1
82859,272491,1
7885446,23383764,1
418257,6403868,1
598994,6403868,1
12234839,13946914,1
7577030,14134127,1
5856886,13657103,1
8702780,10254165,1
143860,429198,1
2109483,23383764,1
6403868,23647453,1
2096403,10509561,1
2109483,12783713,1
6403868,8680491,1
778875,11499032,1
10912333,20080077,1
4724024,6087658,1
6403868,23309807,1
1820410,6068118,1
413620,4773756,1
32681,61347,1
1158840,11818436,1
19002156,23634465,1
10251387,14899566,1
413620,8680491,1
257008,429198,1
160739,23383764,1
778875,12783713,1
11818436,23099329,1
951388,14417449,1
1605515,19979783,1
8702780,23647453,1
17470307,19660598,1
2109483,8680491,1
11339042,23383764,1
1446728,10337387,1
8267314,11520257,1
59823,131720,1
10912333,23188868,1
160739,10912333,1
6037295,7015918,1
413620,762814,1
18880062,23099329,1
501808,3456233,1
418257,1158840,1
8722190,12234839,1
11658686,14899566,1
6368468,8931241,1
4773756,20924118,1
10509561,19565161,1
12066447,17470307,1
10251387,18880061,1
6195313,6403868,1
3058818,9219797,1
4773756,13356869,1
418257,11658686,1
12066447,16583451,1
1008326,6368468,1
15796840,17470307,1
3351872,22792098,1
5260867,19002156,1
4643706,17470307,1
10118207,20924118,1
1347808,23099329,1
17068622,20924118,1
1820410,10118207,1
1347808,14783950,1
66299,494838,1
6087658,23160103,1
1446728,13940142,1
778875,14417449,1
771802,1158840,1
5856886,5927306,1
732800,20924118,1
14899566,23099329,1
413620,5953607,1
413620,1630148,1
732800,16900369,1
598994,19344618,1
1116,13946915,1
951388,17477953,1
19344618,20508693,1
3861343,10912335,1
4643706,20856391,1
5856886,11658686,1
732800,18880061,1
6368468,7087624,1
1347808,1605515,1
1820410,11277690,1
427727,21454371,1
13356869,14899566,1
5352578,19083252,1
9219797,17871426,1
3351872,19083029,1
598994,23188868,1
10062086,10600673,1
18880061,23188868,1
762814,8702780,1
8680491,23188868,1
8804480,15297119,1
19083029,19301681,1
21234510,23098143,1
10251387,10912333,1
2775424,5927306,1
3861343,8680491,1
11277690,20080077,1
3861343,19660598,1
11339042,14783950,1
19660598,23647453,1
3456232,23309807,1
19083029,22582847,1
1347808,13657103,1
5953607,16583451,1
10509561,19069826,1
3456233,13946914,1
11277690,21234510,1
20953665,21125948,1
1820410,13122193,1
1630148,15126545,1
8702780,13657103,1
59823,82859,1
598994,21234510,1
20826307,23647453,1
951388,4773756,1
951388,15796840,1
19002156,23383764,1
10254165,11818436,1
8702780,20924118,1
12783713,14899566,1
413620,1347808,1
15297119,21520698,1
1605515,2775424,1
4643706,8702780,1
1116,7278557,1
3351872,12234839,1
7278557,23160103,1
598994,7577030,1
10264652,16583451,1
1116,501808,1
2941028,23647453,1
